labels,text
0,"Follow Us Dalit Army man’s wedding procession has been pelted with stones by a group of people from another community in Banaskantha district, Gujarat, just because he rode a mare, a report in The Indian Express stated. According to the police, the incident took place around 11 am at Sharifda village when the marriage procession of Akash Kumar Koitiya (22), a jawan with the military police wing of the Army, started. Koitiya recently finished his training in Bengaluru and was about jo join his post in Meerut. He was on leave for his marriage, according to The Indian Express. “The groom and his procession were attacked with stones by a group in the village who objected to him riding a mare. We provided security in advance and after the incident, more personnel were deployed. We have booked 11 accused under Indian Penal Code sections 323 (assault), 337 (causing hurt by rash act) 294 (obscenity), 506 (criminal intimidation) 147 (rioting) and 148 (rioting with deadly weapon) along with sections of the Scheduled Caste and Scheduled Tribe (Prevention of Atrocities Act),” said P G Rajput, officer in charge of Gadh police station, according to The Indian Express. No arrests have been made yet, police said. The Indian Express quoted Vijay Koitiya, the elder brother of Akash as saying, “Earlier, we received threats from a few people from the Thakor Koli community that they would not allow the procession to pass through the village if the groom rode a mare. We gave a written request for police security after which 6-7 police personnel were deployed to accompany the wedding procession. However, after the procession started moving, a group of people started throwing stones. The groom narrowly escaped an injury and was taken to the police control room van. However, three of our relatives, including two women, were injured in the stone-pelting.” Vijay Koitiya is himself an Army Jawan posted in Jammu and Kashmir. After the incident, multiple police team reportedly rushed to the village. The Indian Express quoted Dalpat Bhatia, a Dalit rights activist based in Banaskantha as saying, “At least 50-60 policemen joined the wedding procession as security convoy so that the groom and other baratis could reach the bride’s village, Sundha, in Palanpur taluka. The wedding went on without any incident.” An FIR has been filed at Gadh police station in Banaskantha against 11 people belonging to the Thakor Koli community after a complaint was lodged by the groom’s family. According to The Indian Express, accused have been identified as Senji Koli, Shivaji Koli, Deepak Koli, Tushar Koli, Bhavan Koli, Vinod Koli, Ramaji Koli, Deepak Ishwar Koli, Bai Koli, Manju Koli and Jeetu Koli. Click here to join our official telegram channel (@nationalherald) and stay updated with the latest headlines"
0," Historian Juanita Kwok studies Chinese agricultural and wartime contribution in regional Australia When historian Juanita Kwok delves into the stories of Chinese people during the early development of regional towns, she starts by looking from the ground up. ""I would walk in Bathurst cemetery and look out for Chinese graves,"" Dr Kwok said. ""Some of the Chinese were baptised and so they are buried in different sections, such as the Old Church of England section, the Roman Catholic section and the Presbyterian section."" From the 1850s many Chinese men initially came out to try their luck for gold, but Dr Kwok said many others arrived to work in food production and often married women of European backgrounds. Dr Kwok said many Chinese men from the Central West region of New South Wales were trailblazers in vegetable growing. ""Many Chinese became successful commercial market gardeners, sending their produce in large quantities to Haymarket,"" she said. ""They also brought technology for raising water, pumping water from the rivers which made it possible for them to irrigate the land, and they brought that technology from their villages via the goldfields. ""Around the end of the 19th century, they were the ones who pioneered vegetable growing in rural NSW. ""They really laid the foundations for European farmers to follow in their footsteps."" The Chinese farmers' success in growing vegetables was to the ire of others who were often unsuccessful in local agricultural show judging awards. A review of the 1886 Bathurst Exhibition, published in the Bathurst Free Press and Mining Journal, acknowledged the success of Chinese entrants: ""Australian gardeners, what, are you about to let John Chinaman lick you in vegetables? Is the vegetable kingdom to pass wholly over to the Chinese?"" Dr Kwok said there were challenges in tracking down descendants of early Chinese immigrants, in particular women who changed their surnames when they married. ""There were other cases where people changed their names in order to fit into society so that their children wouldn't be discriminated against,"" she said. ""Chinese people were looked down on in society as Australia went into a long period of White Australia. ""There was so much legislative discrimination against Chinese people that parents of children probably thought it was better for their children's future if they were disassociated from their Chinese heritage."" Dr Kwok said it was rewarding to meet descendants who were aware of their family backgrounds. ""It's been really exciting meeting with people who are really proud of their Chinese heritage and to rediscover their Chinese roots,"" she said. Dawn Brownlow's grandfather arrived in Australia during the turn of the 20th century and was a market gardener in the White Rock and Brewongle areas. Her Australian-born father, Charles Yow Jr, worked as a postal department worker and would also help his brother, Reginald, at his market garden in Bathurst. The men were all buried at the local cemetery where their gravesites remain today. With their mother, Ellen nee Schofield, who was raised with Irish Catholic traditions, Ms Brownlow and her seven siblings grew up in a household with a mix of cultural traditions. Family meals would include stir fries with rice throughout the week with steamed fish on Fridays. ""My mother recounted stories of how fantastic it was to come to a Chinese funeral because they would cook a whole pork and you got a penny and you got lollies,"" Ms Brownlow said. In 1939, during WWII, Charles Yow Jr enlisted in the army and served throughout the Middle East, the Mediterranean and the Pacific, Ms Brownlow said. ""He was an expert in dismantling machine guns and putting them back together,"" she said. ""My dad is an Australian-born Chinese who fought for this country. ""He had shrapnel in his back till the day he died."" Charles Yow Sr was a member of the Bathurst Chinese Masonic Lodge, a mutual aid society run out of a town building established in 1921 and demolished in 1953. Today, Ms Brownlow wears a pendant made from her late grandfather's lodge membership badge. The heirloom is a reminder of her ancestors and their contribution in the early development of regional Australia. ""I'm extremely proud, I would shout it from the top of The Carillon,"" she said. We acknowledge Aboriginal and Torres Strait Islander peoples as the First Australians and Traditional Custodians of the lands where we live, learn, and work. This service may include material from Agence France-Presse (AFP), APTN, Reuters, AAP, CNN and the BBC World Service which is copyright and cannot be reproduced. AEST = Australian Eastern Standard Time which is 10 hours ahead of GMT (Greenwich Mean Time)"
0,"May is Asian Heritage Month in Canada. To celebrate, here's a list of 17 works of fiction, nonfiction, poetry and comics by Canadians of Asian descent. In The Library of Legends, 19-year-old Hu Lian and her classmates are ordered to flee as Japanese bombs start to land on Nanking. It's not just refugees who are in danger — Lian has been entrusted with a 500-year-old collection of myths and legends known as ""The Library of Legends."" It's now up to Lian and her classmates to protect the collection at any cost. Janie Chang is a historical fiction writer. Chang's first novel, Three Souls, was a finalist for the 2014 Ethel Wilson Fiction Prize and nominated for the 2015 International Dublin Literary Award. She published her second novel, Dragon Springs Road in 2017. A constant flow of radical updates from the government throw citizens into turmoil. At the government's department of complaints, the narrator of Familiar Face sorts through an endless pile of citizen-reported issues that range from trivial to heartbreaking. Michael DeForge is a Toronto-based creator who has won awards for comics like Leaving Richard's Valley, Dressing and Lose #1. Other acclaimed books include Stunt, Big Kids, Ant Colony, Sticks Angelica, Folk Hero and more. Samra Habib's memoir We Have Always Been Here is an exploration of the ways we disguise and minimize ourselves for the sake of survival. As a child, Habib hid her faith from Islamic extremists in Pakistan and later, as a refugee in Canada, endured racist bullying and the threat of an arranged marriage. In travelling the world and exploring art and sexuality, Habib searches for the truth of her identity. We Have Always Been Here is a contender for Canada Reads 2020, to be defended by Amanda Brugel. Heft is a conceptual look at rupture and resilience in today's world. The poems look at the nature of illness, pain and sexuality. Heft casts its lens on normal female sexual experience and the notion of home in light of chronic pain and suspected autoimmune illness on a personal level. Doyali Islam's sophomore collection was on the 2020 Griffin Poetry Prize shortlist. Islam is the editor of Arc Poetry Magazine and the author of two poetry collections. Her other poetry collection is Yusuf and the Lotus Flower. There Has to Be a Knife is about a chef who unravels after the death of his ex-girlfriend. When Omar Ali is informed his ex-girlfriend Anna has died, he resolves to retrieve her suicide note from her parents. Filled with grief and unable to cope, the 27-year-old line cook spirals out of control, participating in break-ins and online terrorism. Adnan Khan was the recipient of the 2016 RBC Taylor Prize for Emerging Writers and was a reader for the CBC Nonfiction Prize in 2017. There Has to Be a Knife is Khan's first book. This collection grapples with our understanding of depression, anxiety and mental health — topics not often explored in poetry. Pineapple Express captures the vapidity of depression and the onset of mid-life, from physical and psychological changes to eventually feeling invisible. Evelyn Lau is the author of eight poetry collections. Her memoir Runaway: Diary of a Street Kid, which recounts her time living on the streets of Vancouver, was published when she was 18 years old. She has won the Milton Acorn Award, the Pat Lowther Award and a National Magazine Award. David Ly's debut poetry collection explores the many facets of queer love. The book builds on themes of toxic masculinity, race and identity in the 21st century. Ly lives in Vancouver. His poetry has appeared in publications like The Puritan, PRISM international and The Temz Review. He read from Mythical Man as part of a cross-country digital literary event called #CanadaPerforms. Joshna Maharaj is a chef on a mission: to make the food offers at institutions — schools, hospitals, cafeterias — better, healthier, more nourishing, more sustainable and more delicious. She's been doing it for over a decade. Take Back the Tray is Maharaj's story about how she became an activist-chef, but it's also a manifesto for why we should make institutional food better and a blueprint for how we can go about making it happen. Maharaj is a chef, food expert and activist who has appeared on CBC and TVO. Take Back the Tray is her first book. Abandoning the city for the picturesque countryside, Priya and Alexandra attempt to give themselves a new lease on life in the novel Polar Vortex. That is, until Priya reveals that she is running from a fraught relationship with a friend who kept pursuing her: Prakash. After Priya feels safe enough to once again establish an online presence, Prakash communicates with her. Inexplicably, Priya asks Prakash to visit them. Shani Mootoo is a writer and visual artist who has been longlisted for the Man Booker Prize. Her debut novel was 1997's Cereus Blooms at Night. Burning Province, Michael Prior's second collection, is set amid the wildfires that moved through British Columbia from 2015 to 2017. The poems deal with generational trauma, grief, love and inheritance, while moving between physical and psychological landscapes. Prior is writer, poet and teacher. His poems have appeared in many publications across North America and the U.K., including The Next Wave: An Anthology of 21st Century Canadian Poetry. Prior's poetry explores his Japanese-Canadian identity and the impacts of the Japanese internment upon his family legacy. In The Subtweet, Neela Devaki's song is covered by an internet-famous artist named Rukmini. When the two musicians meet, a transformative friendship begins. But, as Rukmini's star rises, jealousy creeps in, and Neela sends out a highly-destructive tweet that blows up their friendship. Vivek Shraya is a writer, artist and musician from Alberta. Her books include the novel She of the Mountains, the poetry collection even this page is white, the essay I'm Afraid of Men and the comic book Death Threat. 26 Knots weaves a complicated love story: Araceli falls for a fellow journalist named Adrien, who is already in love with Pénélope, who can't decide between him and Gabriel, who is too traumatized by his father's abandonment to be a good partner. Bindu Suresh is a fiction writer and pediatrician based in Montreal. 26 Knots is her first book. How to Pronounce Knife is a collection of idiosyncratic and diverse stories. Capturing the daily lives of immigrants, Souvankham Thammavongsa captures their hopes, disappointments, trauma and acts of defiance. From a young man painting nails in a salon, to a housewife learning English from soap-operas, How to Pronounce Knife navigates tragedy and humour. Thammavongsa is a writer and poet. Her stories have won an O. Henry Award and appeared in Harper's, Granta, The Paris Review and NOON. She has published four books of poetry, including 2019's Cluster. In the graphic novel Plummet, Amelia ""Mel"" Eichenwald wakes up to discover that the Earth has disappeared and left her in an endless state of freefall. Surrounded by falling knick-knacks, homes and a few other humans — some friendly and some not — Mel must figure out a way to survive in this strange gravity-centric reality. Sherwin Tjia is an illustrator from Montreal. Plummet is his 11th book. In Mysterious Dreams of the Dead, 30-something Mike Shintani decides to address the mysterious circumstances of his father's death when he was 15 — after perishing in a plane crash, Mike's father's body was never found. Mike finds a diary written in Japanese, which sets him on a pathway to finding out the truth of his father's mysterious life. Terry Watada is a poet, playwright and author based in Toronto. He is also the author of the novel The Three Pleasures. Jenny Heijun Wills was born in Korea, but was adopted by a Canadian family and raised in a small town. When she was in her early 20s, she decided to travel back to Korea to meet her extended birth family and other young people who were adopted from Korea and raised abroad. Older Sister. Not Necessarily Related. shares Wills's journey and also explores the impact of being raised by a family of a different ethnicity and culture. Older Sister. Not Necessarily Related. won the Hilary Weston Writers' Trust Prize for Nonfiction. Wills is an associate professor at the University of Winnipeg. She has co-edited two academic books.  When Samra Zafar was 15 years old, she was told by her mother that a great match had been found, and she was to be married — to a man who lived in Canada and was 11 years older than her. Despite having her own dreams and goals, Zafar got married, moved to a new country and started a family. But when her relationship became abusive, Zafar knew she must leave and build a new life for her children. Zafar has written about her experience in the book A Good Wife. Zafar is now a public speaker, activist and human rights activist. She was named one of Canada's 100 most powerful women in 2019.  Add some “good” to your morning and evening. A variety of newsletters you'll love, delivered straight to you. Audience Relations, CBC P.O. Box 500 Station A Toronto, ON Canada, M5W 1E6 Toll-free (Canada only): 1-866-306-4636 It is a priority for CBC to create products that are accessible to all in Canada including people with visual, hearing, motor and cognitive challenges. Closed Captioning and Described Video is available for many CBC shows offered on CBC Gem. "
0,"CENTCOM updated the information late on Tuesday, saying that additional troops were undergoing treatment. He did not rule out that additional injuries might be identified in the future, ""given the nature of injuries already noted."" On 8 January Tehran fired missiles at the facilities in Iraq housing US military personnel in retaliation against the killing of top Iranian general Qasem Soleimani. Initially, Washington insisted that no one was injured as a result of the attack. Last week, CENTCOM announced that 11 troops were being treated for injuries in the wake of the strikes."
0,"If India has to be battle ready, it has to address the gaps in its military capabilities with China. Here are five indigenous weapon systems that can help India in the event of an armed conflict. With the skirmishes between Indian and Chinese troops in the Galwan Valley on 15 June, what looked like a usual standoff in eastern Ladakh a month and a half back has now become the most serious military crisis between the two countries in over three decades. The last time the two countries came this close to an armed conflict was 1986-87, in Sumdorong Chu Valley in the Tawang district of Arunachal Pradesh, and General K Sundarji was the army chief. While an armed conflict does not look imminent, one can’t be ruled out if China refuses to pack up and move back from the new areas it has occupied. In this context, here are five indigenous weapon systems, which can help India address the gaps in its military capabilities vis-a-vis the People’s Liberation Army (PLA). 1) Light Combat Helicopter Light combat helicopter (LCH) is a dedicated light helicopter for combat operations built by Hindustan Aeronautics Limited (HAL). The helicopter, which has a narrow fuselage configuration, is equipped with “stealth features, Armour protection, Night attack capability and crash worthy landing gear for better survivability”. According to Air Chief Marshal Fali Homi Major, the only helicopter pilot to become Chief of Air Staff, “During the Kargil War of 1999, there was a need felt for armed attack helicopters capable of operating at high altitude. That’s where the LCH fits in.” “It has successfully been tested in altitudes over 13,000 feet and was the first attack helicopter to land at the forward landing base in Siachen,” he writes. The government had in November 2016 cleared the acquisition of 15 of these helos. However, no deal has been signed yet. The HAL, its maker, expects the deal to be signed this year. It has began production of five new airframes with plans to deliver ahead of time when a final deal is in place. While the initial clearance is for 15 helos, HAL expects the total number to go up to 165. 2) Netra AEW&C When fighters of the Indian Air Force (IAF) were flying towards Balakot to hit terror camps in Pakistan, airborne early warning and control (AEW&C) aircraft built by the Defence Research and Development Organisation (DRDO) were in air guiding them and keeping a close watch over movements in Pakistani airspace. The aircraft, often called India’s “eye in the sky” by defence enthusiasts, ""provides 240-degree coverage and surveillance ranges between 250km and 375km"". India, currently, has only two of these aircraft. While the first platform was inducted in 2017, the second was formally handed over to the IAF in September 2019. Experts have said that two Netra AEW&C platforms are not enough even for the Pakistan front, let along keeping an eye on movements along both northern and eastern frontier. While India’s AEW&C fleet is very small in comparison to China’s even Pakistan operates a larger fleet with six Saab 2000-based Erieye AEW&Cs. 3) Light Utility Helicopter India needs a replacement to Cheetahs and Chetaks helos in its fleet of utility aircraft. With India-Russia joint venture to manufacture the Kamov Ka-226T light helicopter delayed due to tricky negotiations between the two sides, the light utility helicopter (LUH) of HAL can be inducted by the Indian Army. The aircraft underwent high-altitude trials at Ladakh’s Daulat Beg Oldi in September 2019. In August this year, two prototypes of the LUH will head to the Siachen glacier to demonstrate its capabilities to the Indian Army. The army plans to induct 126 LUHs. According to Livefist, “The LUH achieved initial operational clearance (IOC) in February, with FOC planned for next year, by which time paperwork on inductions will have begun”. 4) Dhanush Howitzers Dhanush, a 155 mm towed artillery gun, is the first indigenous artillery gun of this calibre. The Indian Army has ordered 114 Dhanush Howitzers and the first few guns have already been handed over to it by the Jabalpur-based Gun Carriage Factory. In view of tensions with China, the army can speed up the induction of these guns for use along the China border. Dhanush guns can add to the firepower of the M777 ultra-light howitzers inducted by the army for use in mountainous terrain. The gun, an improved version of the design and technology supplied by Bofors in the 1980s, underwent trials in cold and high-altitude conditions in Leh and Sikkim. 5) Guided Pinaka During the Kargil War, Pinaka multi-barrel rocket launch system was used to target Pakistani positions. An improved version of Pinaka, called Pinaka MK-II or guided Pinaka, can improve India’s firepower along the China border. Using guided Pinaka, which has a new navigation, control and guidance system, the Indian Army can target Chinese positions with improved accuracy. The extended range version of the rocket used in this system has hit targets at a range of 90 km during trials at a test range off the coast of Odisha in December 2019. VIDEO: Guided Pinaka in its third test today at the Pokhran ranges. pic.twitter.com/H0SqFsry9G One Pinaka launcher has 12 rockets which can be fired in 44 seconds. Each Pinaka rocket delivers 100 kilograms of high explosive on the target. This means that around 7.2 tonnes of high explosive is delivered on the target in 44 seconds. An Appeal... Dear Reader, As you are no doubt aware, Swarajya is a media product that is directly dependent on support from its readers in the form of subscriptions. We do not have the muscle and backing of a large media conglomerate nor are we playing for the large advertisement sweep-stake. Our business model is you and your subscription. And in challenging times like these, we need your support now more than ever. We deliver over 10 - 15 high quality articles with expert insights and views. From 7AM in the morning to 10PM late night we operate to ensure you, the reader, get to see what is just right. Becoming a Patron or a subscriber for as little as Rs 1200/year is the best way you can support our efforts. Swarajya - a big tent for liberal right of centre discourse that reaches out, engages and caters to the new India."
0,"NDO – Nearly 340 Vietnamese citizens were brought home from Australia and New Zealand on June 2 under the coordination of Vietnam’s relevant agencies, the Vietnamese Embassies in Australia and New Zealand, national flag carrier Vietnam Airlines and the relevantauthorities of the two countries. They included under-18s and elderly people, those with illnesses, and tourists who had been stuck there. Upon arriving at Tan Son Nhat International Airport in Ho Chi Minh City, all the passengers and flight crew underwent health checks and were put into quarantine in line with Vietnam’s regulations on COVID-19 prevention and control. Based on citizens’ wishes, the local quarantine capacity, as well as the pandemic’s developments, authorities and airlines will continue to conduct flights to repatriate more Vietnamese citizens in the time ahead."
0,"Minister Taneti Vanitha and MLA Jakkampudi Raja consoling the Dalit victim at hospital in Rajamahendravaram on Wednesday Rajamahendravaram: Minister for Women and Child Welfare Taneti Vanitha has said that the government suspended Sitanagaram inspector and constables who tonsured the head of a Dalit youth in the police station.  After enquiring about his health at KIMS hospital here on Wednesday, she said Chief Minister YS Jaganmohan Reddy responded immediately after hearing the news and ordered for an inquiry.  The government cannot spare anyone including policemen who violates the rules. A case was registered against sub-inspector Firozsha and other constables, she said.  This type of harassment cannot be spared, she said. Rajanagaram MLA Jakkampudi Raja and others were present. © 2021 Hyderabad Media House Limited/The Hans India. All rights reserved. Powered by hocalwire.com"
0,"Iraqi Prime Minister Adel Abdul-Mahdi told Secretary of State Mike Pompeo on Friday that the U.S. should send delegates to Iraq in order to determine the best way to withdraw all of its troops there, the AP reports. The big picture: While tensions between the U.S. and Iran seem to be lessening, Abul-Mahdi is standing his ground and backing the Iraqi parliament's non-binding resolution to expel all U.S. troops from the country. Why it matters: A U.S. exit from Iraq could ultimately be one of the most consequential results of the escalation in U.S.-Iran tensions, because it would significantly hamper the fight against ISIS and achieve a major Iranian objective. The other side: The State Department issued a statement rebuffing Abdul-Mahdi's request, saying, ""At this time, any delegation sent to Iraq would be dedicated to discussing how to best recommit to our strategic partnership — not to discuss troop withdrawal, but our right, appropriate force posture in the Middle East."" Go deeper:"
0,"Calling the development a 'travesty of justice' social activist and politician, Prakash Ambedkar, questioned the 'impunity' and 'unaccountability' of those accused. Published: 11th October 2020 08:33 PM | Last Updated: 11th October 2020 08:33 PM | A+A A- 26-year-old doctor Payal Tadvi ended her life after alleged casteist slurs by her senior colleagues at BYL Nair Hospital in Mumbai. (Photo | PTI) As discussion on Dalit rights gain momentum in the aftermath of Hathras gangrape case, 'JusticeForDrPayal' trended on Twitter in light of Supreme Court's recent judgement on Dr. Payal Tadvi's suicide case. On October 8, the apex court permitted the three accused, in a case of suicide by Dr. Payal Tadvi in May 2019 due to alleged caste-based discrimination, to go back to the college and hospital and pursue their post-graduate studies. The three - Hema Ahuja, Bhakti Mehare and Ankita Khandelwal who were arrested in connection with the case last year, are reportedly set to return to their colleges on October 12. The apex court relaxed one of the conditions imposed on them by the Bombay High Court, which had granted them bail in August last year and said that they shall not enter into the jurisdiction of the concerned police station and more particularly the college. Calling the development a 'travesty of justice' social activist and politician, Prakash Ambedkar, questioned the 'impunity' and 'unaccountability' of those accused. Allowing the 3 accused doctors in the institutional murder of Dr. Payal Tadvi to enter the college for carrying on their life as usual is a travesty of justice. The impunity and unaccountability of people accused of caste based violence is utterly shameful. #JusticeForDrPayal Other Twitter users too took to the platform to voice their anger and angst on the subtle but apparent 'casteism' prevalent in the Indian society and expressed dismay over how Maharashtra had 'failed' Payal Tadvi. One user tweeted: No matter how much civilized we show ourselves in front of this world, elements like castism in India takes us several centuries back. #JusticeForDrPayal #MaharashtraStateFailedDrPayal"" No matter how much civilized we show ourselves in front of this world, elements like castism in India takes us several centuries back. #JusticeForDrPayal#MaharashtraStateFailedDrPayal pic.twitter.com/lMPiwOJMRi While others also exclaimed at the 'upper caste' advantage bestowed upon people accused of violence against Dalits and how the deceased doctor's mother had to make regular court rounds to ensure justice for Payal. Dr. Payal Tadvi's mother Abeda Tadvi has been fighting bravely since the last year. Her health condition is critical but she ensures she travels 500kms each time to attend the hearing in the Mumbai's court. Her message here is important! #JusticeForDrPayal https://t.co/RZP2acdn25 Tadvi was a student of post-graduate degree course in Gynaecology and Obstetrics and had completed first year of the course in April last year. (If you are having suicidal thoughts, or are worried about a friend or need emotional support, someone is always there to listen. Call AASRA's 24x7 Helpline: +91-9820466726 for assistance) O P E N Disclaimer : We respect your thoughts and views! But we need to be judicious while moderating your comments. All the comments will be moderated by the newindianexpress.com editorial. Abstain from posting comments that are obscene, defamatory or inflammatory, and do not indulge in personal attacks. Try to avoid outside hyperlinks inside the comment. Help us delete comments that do not follow these guidelines. The views expressed in comments published on newindianexpress.com are those of the comment writers alone. They do not represent the views or opinions of newindianexpress.com or its staff, nor do they represent the views or opinions of The New Indian Express Group, or any entity of, or affiliated with, The New Indian Express Group. newindianexpress.com reserves the right to take any or all comments down at any time. MSP hike for Rabi crops will ensure max remuneration: PM Modi Afghan crisis: Ashraf Ghani apologises, regrets 'how it ended' Centre sets up task force to boost net connectivity in Karnataka Rohit Sharma is tough to bowl at in any conditions: Mark Wood Lata shares throwback picture on Asha Bhosle's birthday Copyright - newindianexpress.com 2021 The Morning Standard | Dinamani | Kannada Prabha | Samakalika Malayalam | Indulgexpress | Edex Live | Cinema Express | Event Xpress Contact Us | About Us | Careers | Privacy Policy | Search | Terms of Use | Advertise With Us Home | Nation | World | Cities | Business | Columns | Entertainment | Sport | Magazine | The Sunday Standard"
0,"Wildlife poaching is a crime that harms local communities, wildlife populations, and the environment in various ways. It is fueled by a lucrative black market trade of animal parts, and numerous environmental groups, animal rights groups, and government agencies are calling for an end to it. Rhino poaching is a severe threat in all rhino range states, as the horns of these animals are highly valuable. They are used in Traditional Chinese Medicine and are also seen as a status symbol to display success and wealth. The Sibuya Game Reserve is located in the South African province of Eastern Cape, and it is the home of numerous animals, including the five biggest game animals in Africa: lions, rhinos, elephants, buffalos, and leopards. Over the last years, there have been several intrusions by poachers. However, an incident that happened in 2018 can now serve as a warning for them to stay away. Namely, when a group of poachers entered the reserve to hunt rhinos, a pack of lions devoured them! It is believed there were three men, as investigators found three sets of shoes and gloves, but very little of their remains were left.  Nick Fox, the park’s owner, believes that this was because the predators had many hours to feast, as the poachers were eaten alive sometime between the evening of July 1 and the early morning of July 2. He said: “The only body part we found was one skull and one bit of pelvis, everything else was completely gone.” He guessed that the incident probably happened around 4:30 a.m. on July 2, as then, one of the reserve’s anti-poaching dogs gave a warning. Yet, it was ignored by the dog handler, as this was typical behavior for that time of the morning. Later on in the day, one of the rangers found the bloodied remains, and they immediately notified the police. Fox said: “At about 4.30 pm on Tuesday, one of our field guides on game drive alerted the Anti-Poaching Unit that there appeared to be human remains as well as other items in the immediate vicinity of the lions. I was immediately called to the scene where along with the APU we found the high powered rifle, gloves, wire cutters and the remains of a backpack with food, water, and other supplies. We immediately alerted the Indalo (Association of Eastern Cape Game Reserves) Anti-Poaching Cluster and the Police. Clearly, the poachers had walked into a pride of six lions and some, if not all had been killed.” Police spokeswoman Captain Mali Govender said: “We do not know identities but firearms have been taken by the police and will be sent to the ballistics laboratory to see if they have been used in poaching before.” They called in a search party and enlisted the help of a helicopter to scout for any survivors, but they found none. Fox added: “We found enough body parts and three pairs of empty shoes which suggest to us that the lions ate at least three of them but it is thick bush and there could be more. They came heavily armed with hunting rifles and axes which we have recovered and enough food to last them for several days so we suspect they were after all of our rhinos here.”  He hopes that this incident will send a message to poachers not to risk their lives by illegally hunting game: “Whilst we have saddened at any loss of life the poachers came here to kill our animals and this sends out a very clear message to any other poachers that you will not always be the winner. The lions are our watchers and guardians and they picked the wrong pride and became a meal.” He said that numerous people called him to ask about the fate of the lions, and he explained: “They won’t be killed. The status quo will continue.”  The number of rhinos is drastically reduced all around the world, mostly due to habitat loss and poaching. In the past decade, over 7,000 of them have been killed in South Africa only. Believe it or not, a single horn can be sold for up to $300,000, but on the South African black market, white rhino horns sell for up to just $3,000. In 2016, poachers entered The Sibuya Game Reserve, shot three rhinos dead, and cut off their horns. This time, poachers ended up as preys. Sources:www.thesun.co.ukwww.bbc.comwww.rnews.co.za Spinach and Feta Quiche with Sweet Potato Crust Ants Bring Flower Petals To Cover Dead Bumblebee And Give Bee a 'Funeral'"
0,"Test Ads KATHMU, June 3: The EU Delegation to Nepal, along with the EU Heads of Mission based mostly in Kathmu, have deplored the tragic lack of life within the violent incident in Soti village of Chaurjahari Municipality, Rukum (Karnali Province) within the third week of May. “This act of violence passed off on the eve of the ninth anniversary of the passing by the legislative Parliament of the Caste Based Discrimination Untouchability (Offence Punishment) Act 2011,” learn a press launch issued by the EU Delegation to Nepal on Wednesday. Expressing their honest condolences to the households the family members of these killed on this stunning incident, the diplomatic missions mentioned that they condemn violence discrimination based mostly on caste on some other grounds, together with intercourse, race, color, ethnic or social origin. “The Government of Nepal, as a celebration to the Convention on the Elimination of All Forms of Racial Discrimination, has undertaken to fight caste-based discrimination. We assist the efforts undertaken to conduct a good investigation, which is able to reveal the reality of this tragic occasion, result in motion to make sure justice reparations for the victims their households,” learn the press launch. The EU Delegation to Nepal, along with the EU Heads of Mission based mostly in Kathmu, mentioned that they’re dedicated to assist Nepal Government’s efforts to make sure full implementation of the constitutional ensures elimination of caste-based discrimination, name for the complete pressure of the legislation to be introduced towards these perpetrating such crimes discriminations. "
0,"he five accused knew that Akash had married the woman from the village, the police said. A 28-year-old man in Gurgaon died of injuries on Thursday after he was thrashed with sticks and lathis allegedly by a group of men on Sunday. The man's brother alleged that he had been receiving threats ever since he married a Dalit woman five months ago. On Sunday, the man and his wife had gone to meet the woman's parents when he was assaulted in the village of Badshahpur in Gurgaon. Five men have been arrested and cases of murder have been filed against them. The victim, Akash, was returning home in an autorickshaw when the three-wheeler hit which one of the accused, Ajay, who was walking on the road. ""This led to an argument and a subsequent fight. Ajay called his friends and thrashed Akash and escaped. The accused were produced before court on Thursday and have been remanded in police custody,"" the officer said. The five accused knew that Akash had married the woman from the village, the police said.  His brother alleged in the First Information Report (FIR) that young men from the village had threatened him for marrying the woman from the Dalit woman. ""Local boys upset with the inter-caste marriage had threatened my brother that they will not spare him if he enters the village,"" said Akash's brother, Rahul Singh. Akash is a member of a so-called upper caste community. Originally from Alwar in neighbouring Rajasthan, Akash and his wife lived in Gurgaon's Bhondsi. Track Latest News Live on NDTV.com and get news updates from India and around the world. Watch Live News: Follow Us: ................................ Advertisement ................................"
0,Today's Paper Today's Paper Copyright © Indiareal Company
0,"   ""I believe in the power of real justice, I believe in the standard procedures of parliament and I hope that by following them we will achieve real justice. We shall not allow the prosecution to be used as a bludgeon."" This was what.. On Thursday morning there will be low visibility in the valleys and lowlands. It will be sunny during the day. Clouds will form over the mountains and Western Bulgaria in the afternoon hours with a chance of local showers. The lowest temperatures.. Relatives of people who died in road accidents staged a protest in front of the Sofia Court House and later in front of the National Assembly. The protest began with a minute's silence in memory of the perished. Protesters called for legislative..     The chairman of the State Agency for National Security (SANS) Plamen Tonchev announced at his hearing in the parliament today about an established case.. The caretaker cabinet is proposing, to the National Assembly, an extension of the budget 2022 extension law, until a new state budget for the current.. The Supreme Administrative Court of Bulgaria has definitively refused Russian opposition activist and opponent of Russia’s war against Ukraine.. english@bnr.bg +359 2 9336 661 "
